"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"217218_at",0.104794245755807,5.13417209069159,2.43301299856067,0.0166086474868146,0.0356404556961372,-4.51822360387427
"211386_at",0.147828775489092,5.59921682526168,2.43243800802802,0.0166336387817707,0.0356906473735384,-4.51955724403464
"208155_x_at",-0.497357867428571,7.95141270794393,-2.43239238454102,0.0166356231864591,0.0356914684636884,-4.51966305161931
"209950_s_at",0.213003681350105,6.92966421494393,2.42957546526631,0.0167585547540038,0.0359517546532653,-4.52619245695513
"206791_s_at",0.0826295687019703,8.01507764218692,2.42941212543791,0.0167657077129652,0.0359636373669621,-4.52657085827696
"215256_x_at",-0.181449619461648,6.93921799896262,-2.42931079717758,0.0167701464341124,0.0359696961200622,-4.52680558899685
"207142_at",-0.0678791031720617,4.3286287514486,-2.42907019791593,0.0167806901624997,0.0359880707882239,-4.52736291106061
"208033_s_at",0.176950672772696,7.88761319586916,2.42904161025906,0.0167819433451705,0.0359880707882239,-4.52742912797451
"216837_at",0.107404257577762,6.04471812033645,2.42816745266068,0.0168203035875087,0.036066861512746,-4.52945358126432
"214867_at",0.0950905906597473,7.63081508859813,2.42803416204607,0.0168261595677553,0.0360759466610499,-4.52976221033649
"208404_x_at",0.0944100869391265,6.41277311501869,2.42743592239402,0.0168524649381508,0.0361278497856895,-4.53114722318379
"209951_s_at",-0.112771851781492,6.24802931272897,-2.42740989312046,0.016853610309305,0.0361278497856895,-4.53120747783698
"203460_s_at",-0.194787720780084,8.97811030064486,-2.42674215030357,0.0168830168189361,0.0361874051343164,-4.53275302449675
"218159_at",0.15524184201865,9.35547728237383,2.42633960733622,0.016900766329073,0.036221965577641,-4.53368455970523
"221815_at",0.298892309604152,7.7588541273271,2.42629051805748,0.0169029319805001,0.0362231230353418,-4.53379814901011
"209190_s_at",0.118949537774455,9.58458557456075,2.42596306651416,0.0169173843433491,0.0362506082626068,-4.53455579724303
"214126_at",0.137435883914849,7.10178703790654,2.42572389767027,0.0169279472187032,0.0362697546033041,-4.53510912148822
"215588_x_at",0.164006735724138,9.15914605559813,2.42531485377106,0.016946026215535,0.0363049997270231,-4.53605534335908
"214226_at",-0.123109085982407,7.48700462014019,-2.4250191129203,0.0169591081223267,0.0363295333868301,-4.5367393775278
"209677_at",-0.118925058931738,5.12547724718692,-2.42493563135269,0.0169628025017303,0.0363339544502601,-4.53693245278563
"215635_at",0.1025753627829,4.66061576797196,2.42466901892894,0.0169746059190906,0.0363557423774602,-4.53754903117196
"211304_x_at",0.0922160246565794,8.52033660454206,2.4245997035746,0.016977675832656,0.0363588227370566,-4.53770932263125
"219468_s_at",-0.207757858742083,6.88464678196262,-2.42431632610595,0.0169902314996038,0.0363822149246273,-4.53836458906838
"207959_s_at",0.123459654119634,5.01916303682243,2.42359795305842,0.017022097633358,0.0364469493191234,-4.54002540753209
"213890_x_at",-0.0939979156016882,13.3550380772897,-2.42351830371713,0.0170256340513651,0.036451018790024,-4.54020952296883
"211607_x_at",-0.125081279069318,8.71685765293458,-2.4234142865762,0.0170302533799263,0.0364574057128348,-4.54044995823397
"203202_at",0.211259603957072,7.43254518193458,2.42280664393821,0.0170572606529364,0.0365117136531586,-4.54185433714555
"202926_at",0.116611209324771,8.51716357980374,2.42252305118033,0.0170698782464174,0.0365352006019446,-4.54250966639623
"214461_at",-0.187806889068965,6.3982754251028,-2.42248633777968,0.017071512303884,0.0365352006019446,-4.5425944990942
"222053_at",0.090930770436664,7.27159050809346,2.42205346136631,0.0170907894679255,0.0365729436006706,-4.54359464838259
"200076_s_at",-0.107835514069669,9.20678559902804,-2.42117117548506,0.0171301400197395,0.0366536306952041,-4.54563264973054
"218329_at",0.0981305303669948,8.30955985303738,2.42058090897881,0.0171565112803761,0.0367065329678944,-4.54699574060152
"204749_at",0.26157429114708,5.95220960231776,2.42030119793726,0.0171690204993147,0.0367297699487547,-4.54764156770575
"201635_s_at",-0.235377574319845,8.37901658596262,-2.42017893741197,0.0171744907738369,0.0367379454654322,-4.54792383500033
"91580_at",-0.0935045472762135,4.74233988764486,-2.42009665066856,0.0171781733833285,0.0367422957862075,-4.54811380617731
"208796_s_at",0.2049251028772,10.1534251547664,2.41987887101368,0.0171879231470297,0.0367583725439072,-4.54861655491459
"217339_x_at",-0.301659143268825,6.43838120560748,-2.41985506978701,0.0171889890009205,0.0367583725439072,-4.5486714980672
"203264_s_at",0.141805192623856,7.35200216992523,2.41951483822259,0.0172042314973377,0.0367874379095264,-4.54945684134045
"221107_at",-0.211780009337087,6.66102573751402,-2.41932841540566,0.0172125884032488,0.0368017758001913,-4.54988711185514
"218987_at",-0.130111611255101,8.62746677652336,-2.41917941312051,0.0172192704284508,0.0368125302654869,-4.55023099305826
"207853_s_at",0.0926489189303309,5.7695637312243,2.419111406313,0.0172223209684737,0.0368155197755661,-4.55038793911911
"216362_at",0.076885298231175,6.43222954352336,2.41879560520439,0.0172364929654319,0.0368422803595893,-4.55111669281455
"210397_at",-0.421950732733991,6.27932497864486,-2.41872478235864,0.0172396726586561,0.0368455424758137,-4.55128011437431
"211235_s_at",-0.113914909414145,6.34591764242991,-2.41863389974506,0.0172437537280848,0.036850730250591,-4.55148981694763
"205363_at",-0.138254529282547,4.97074716119626,-2.41851503582628,0.017249092590202,0.0368586047360444,-4.55176407292362
"220104_at",-0.138876711845531,6.68250603185047,-2.4182523906667,0.0172608947073902,0.036880287349197,-4.5523700339896
"215470_at",-0.160008121134765,5.97942494709346,-2.41712496067389,0.0173116380579325,0.0369851611548331,-4.55497051021821
"210380_s_at",-0.0928618181034483,4.88062853561682,-2.41646625496678,0.0173413464212909,0.0370438696496684,-4.5564893457341
"204607_at",0.200360855428923,7.33176879782243,2.41644196952228,0.0173424425878625,0.0370438696496684,-4.55654533571241
"217769_s_at",-0.14207287164708,10.7241681712991,-2.41634344485625,0.0173468903052267,0.0370498185250039,-4.5567724786874
"210546_x_at",-0.424467190549965,5.77436063729907,-2.41593177714082,0.0173654852713351,0.0370859793273108,-4.55772146510939
"207166_at",-0.0721513933564394,4.20450497066355,-2.41565878182263,0.017377826197689,0.037108778261917,-4.55835070052711
"210492_at",0.0741505051231532,5.31968785282243,2.41555005936083,0.0173827432360566,0.0371157213040485,-4.55860128054891
"217634_at",-0.0866820059236455,5.94111762959813,-2.4151158430027,0.0174023932673581,0.0371541179626848,-4.55960194745717
"212706_at",0.244084630165376,6.18967495797196,2.41500445100632,0.0174074373835789,0.037161326616046,-4.55985862821705
"207325_x_at",-0.308825594504927,5.88173781340187,-2.4147881523346,0.0174172356564458,0.037178682070369,-4.56035701525051
"206459_s_at",0.0866487755098533,6.31339477214953,2.41471423355927,0.0174205852814171,0.0371822702898293,-4.56052732684747
"206578_at",-0.0921159653789588,5.46614453884112,-2.41465858532966,0.0174231073555121,0.037184091677318,-4.56065553934272
"219969_at",-0.0905976200133707,5.04983482575701,-2.41431433921156,0.0174387164015446,0.0372138400283106,-4.56144861710312
"209862_s_at",-0.165721977944053,7.44731953356075,-2.41412100521063,0.017447488135878,0.0372289934053212,-4.56189397746276
"219798_s_at",0.135914271391978,9.19876068462617,2.41390151240982,0.0174574514719941,0.0372466862457339,-4.56239955790887
"207709_at",-0.0988882689099223,5.93300434935514,-2.41332917738308,0.0174834550051226,0.0372985952971898,-4.56371768222298
"217164_at",-0.202561921089022,6.36440274304673,-2.41315503260884,0.0174913739468779,0.0373084149573511,-4.56411869314408
"208104_s_at",-0.127499038427515,7.9135286635514,-2.41315431686086,0.0174914065008952,0.0373084149573511,-4.56412034127518
"219324_at",-0.131436490947572,6.81895611981308,-2.41291875808907,0.0175021232319077,0.0373277002274693,-4.56466273146166
"215820_x_at",-0.0775347107090077,5.84278988959813,-2.41260589034842,0.0175163661528564,0.0373545015775768,-4.56538305734477
"216624_s_at",-0.102390411162562,5.83475407665421,-2.412567602514,0.0175181098669767,0.0373546451833342,-4.56547120295006
"216420_at",0.0782723706660804,4.60299713595327,2.41251593915079,0.017520462977316,0.0373560880799477,-4.56559013948112
"202519_at",0.187431226232232,9.21643502638318,2.41226606610196,0.017531847906629,0.0373767859647353,-4.56616535108971
"208641_s_at",-0.221459346572837,11.6464506506542,-2.41219024928557,0.017535303637179,0.0373805769585056,-4.56633987199215
"220854_at",-0.116593877892329,4.59964087348598,-2.41146252790733,0.0175685039843726,0.0374477687281208,-4.56801474580442
"212614_at",0.222664427219916,10.0295577548972,2.41134625866831,0.0175738136311524,0.0374491788699654,-4.56828230110473
"204696_s_at",-0.12294124222449,6.67493270896262,-2.41134200137541,0.0175740080752579,0.0374491788699654,-4.5682920976402
"202728_s_at",0.240692089504575,8.43327824765421,2.41133763731603,0.0175742073977125,0.0374491788699654,-4.56830213984187
"207759_s_at",-0.10026775729627,6.49346475292523,-2.41082634596819,0.0175975738434425,0.0374953851552332,-4.56947856698119
"216858_x_at",0.186885471405348,7.3047823245514,2.41025105824403,0.0176238979837475,0.0375478840015149,-4.57080197517881
"204984_at",0.279176483929979,8.48688492328037,2.41019145261372,0.0176266274307627,0.0375501088948074,-4.57093907744718
"213537_at",0.416734503441943,8.65468612480374,2.41001483574274,0.0176347172347379,0.0375637514713379,-4.57134530598625
"220279_at",-0.137918681614356,6.29008328523364,-2.40942283684129,0.0176618573717654,0.0376179667190831,-4.57270674112239
"222187_x_at",0.0956003687068968,6.53289093839252,2.40857503048719,0.0177007896160656,0.0376972851968641,-4.5746559401703
"219255_x_at",-0.24898515160556,7.74013885160748,-2.40845877759936,0.0177061340231231,0.0377046290142284,-4.5749231701782
"202354_s_at",-0.133499548503518,7.111433323,-2.4084178334708,0.0177080166582985,0.0377046290142284,-4.57501728551015
"212105_s_at",-0.0962788415063337,4.92503773286916,-2.40836512537901,0.0177104404692916,0.0377046290142284,-4.5751384397052
"207086_x_at",-0.496463727669247,7.99551907250467,-2.40835282322592,0.0177110062330893,0.0377046290142284,-4.5751667169457
"220963_s_at",-0.0933726232927519,6.0486700598972,-2.40784546179215,0.0177343532736311,0.037750725448636,-4.5763328047886
"203200_s_at",0.262200853031668,9.12417399400934,2.40757953775768,0.0177466011081515,0.0377700930882503,-4.57694389985194
"210404_x_at",-0.0867874719887401,5.91962182858879,-2.40757431467318,0.0177468417463528,0.0377700930882503,-4.57695590192516
"215529_x_at",0.113530865161507,9.49056012090654,2.40750009953575,0.0177502613030115,0.0377737630231119,-4.57712643761448
"65521_at",0.0629163970401129,9.11473515837383,2.4073462553483,0.0177573517337882,0.0377852433808254,-4.57747993434539
"219600_s_at",-0.233432254475721,8.90404491107477,-2.40655430841452,0.0177938911236417,0.0378593734384126,-4.57929931578265
"220236_at",-0.113717382938775,6.76474959628972,-2.4065175755214,0.0177955875507756,0.0378593734384126,-4.57938369114597
"219973_at",-0.155754601961999,6.32335443741121,-2.40622030751693,0.0178093215008544,0.0378849747974739,-4.58006647244332
"220762_s_at",-0.11222700487544,7.31587798021495,-2.4059058940661,0.0178238578257292,0.0379122779620775,-4.58078855188608
"213611_at",-0.231296069546798,6.19668761871028,-2.4056520712464,0.0178356005426309,0.0379336343315304,-4.58137141753138
"217022_s_at",-0.50672075744863,12.7075125145607,-2.40503166216792,0.0178643317334894,0.0379911150999565,-4.5827958604365
"202134_s_at",-0.114049987892681,8.42045090623365,-2.40482456815542,0.0178739314205621,0.0380079028384756,-4.58327126935927
"205432_at",-0.100238667328994,9.10713976665421,-2.40462018396139,0.0178834099882958,0.0380244298443889,-4.58374042151195
"206245_s_at",-0.24259656110732,9.04787502519626,-2.40457459792208,0.0178855247056545,0.0380252978738764,-4.58384505675514
"216083_s_at",-0.107665435335327,7.4486026663271,-2.4041624992248,0.0179046518745103,0.0380601336659531,-4.58479088054835
"209727_at",-0.115706934763195,8.64944128996262,-2.40414798029416,0.0179053260880576,0.0380601336659531,-4.58482420085634
"221830_at",0.212535916396552,9.95938635141122,2.40390240016184,0.0179167334751624,0.0380807489533618,-4.58538776908056
"220738_s_at",-0.0914367943870507,5.89991417991589,-2.40369327614291,0.0179264525358313,0.0380977722323251,-4.58586763541551
"204186_s_at",-0.228530324780788,6.7175208386729,-2.40352643996263,0.0179342096224553,0.0381106230228085,-4.58625043908252
"219087_at",-0.469487253974667,9.08542729420561,-2.40302333496174,0.0179576196582906,0.0381567310809277,-4.58740466308564
"209831_x_at",0.126851674753343,9.46289057773832,2.40284159969423,0.0179660826725269,0.0381710736262316,-4.58782154694376
"201907_x_at",-0.0910896693349764,7.2754389478972,-2.40233346911321,0.0179897640034557,0.0382177434730674,-4.5889870010523
"205702_at",-0.083634810023223,7.71485408501869,-2.40212383696825,0.0179995419449256,0.0382348706538396,-4.58946775119993
"215145_s_at",-0.148126953755103,6.61754304836449,-2.40176371411222,0.0180163502927031,0.0382669272302262,-4.5902935342251
"220468_at",-0.289711206187544,4.43010154658879,-2.40169236126219,0.0180196822643429,0.0382703564521876,-4.5904571373279
"221335_x_at",-0.098651687957777,7.74312773368224,-2.40124300501689,0.0180406784780734,0.0383112969147918,-4.59148735426188
"222263_at",-0.165733046167839,7.28868936038318,-2.40071734828819,0.0180652674071937,0.0383598583604438,-4.59269228169654
"214254_at",-0.372694001182266,4.48209591108411,-2.40033002913262,0.018083404281914,0.0383947115401514,-4.59357995555007
"206621_s_at",-0.153600883575651,10.6187270157664,-2.4002580524476,0.0180867764928246,0.0383982127086137,-4.59374490047253
"205926_at",-0.130589062647784,7.67970029342056,-2.39978732661185,0.0181088444433288,0.0384414004697243,-4.5948235268017
"218075_at",-0.109924220203379,9.08222935657009,-2.3996323423677,0.0181161154406595,0.038453172067462,-4.59517861778676
"213606_s_at",-0.28635724977938,5.8642033565514,-2.39959457690453,0.0181178875785151,0.0384532706840702,-4.59526514072032
"202704_at",0.320242774189304,9.31501788362617,2.39930575616706,0.0181314455322078,0.0384783810280178,-4.59592680582194
"219793_at",-0.14862680179803,4.99603973764486,-2.3992519692846,0.018133971415088,0.0384800766634041,-4.59605001934067
"211166_at",-0.110669157574244,7.52439180478505,-2.39878090913067,0.0181561061979779,0.0385233778717902,-4.5971290049659
"206290_s_at",-0.177954055944053,5.07882209974766,-2.39847993147893,0.0181702614807013,0.0385497416523343,-4.59781830884195
"205913_at",0.0940596779644622,7.84844510549533,2.39833575805597,0.0181770455722956,0.0385604632985018,-4.59814846960133
"202462_s_at",-0.131855925583743,9.58662454002804,-2.39801350417958,0.0181922173842311,0.0385889747713301,-4.59888637456787
"216315_x_at",-0.101953886715692,6.40860579502804,-2.39776348875712,0.0182039959306199,0.0386102837732728,-4.59945880471829
"204964_s_at",0.248136971679803,8.02226355684112,2.39721149657669,0.0182300249642929,0.0386618108193907,-4.60072244462288
"212349_at",-0.115958320643912,6.11286888630841,-2.39621673918426,0.018277015891035,0.0387577793205114,-4.60299901781527
"211932_at",0.186990629913793,8.47568383413084,2.39579930101039,0.0182967670811229,0.038795971155073,-4.60395410178523
"208637_x_at",-0.232917315642153,9.92916079816822,-2.39544849596951,0.0183133801556538,0.0388275023794893,-4.60475661578031
"201101_s_at",-0.188398921479592,8.36930324888785,-2.3953911637314,0.0183160965109221,0.0388295669824829,-4.60488776098677
"209740_s_at",0.14727785407354,7.00702112943925,2.39466124071223,0.0183507109465285,0.0388992477189399,-4.60655718405983
"209941_at",0.115891582682619,7.9194758781028,2.39445956075812,0.0183602852514766,0.0389158409834161,-4.60701837007524
"211595_s_at",-0.12588933600563,8.78910146173832,-2.39389467779928,0.018387125408815,0.0389690237288019,-4.60830991451884
"200732_s_at",0.295899885740324,10.5786436187383,2.39378947794614,0.018392127776429,0.0389759185204154,-4.60855041245866
"203356_at",0.20396784963582,6.70837899370093,2.39361548963034,0.0184004037608952,0.0389897486690783,-4.60894814720812
"218157_x_at",-0.171426813534835,9.23520345542991,-2.39351557237773,0.0184051579509185,0.03899611435013,-4.60917654483678
"209228_x_at",-0.335177680473962,8.69732701843925,-2.39345842859903,0.0184078774145707,0.038998168133569,-4.60930716410552
"216008_s_at",-0.0948943065967628,7.42119577561682,-2.39337469776561,0.018411862796089,0.0390029031928178,-4.60949855100776
"209299_x_at",-0.109851150067558,8.03362504211215,-2.39323503116923,0.0184185122860372,0.0390132803488372,-4.60981777911383
"203944_x_at",0.154279581515834,8.71298858472897,2.39271080354649,0.018443489639774,0.0390624731150161,-4.61101582733318
"215544_s_at",0.0887368233740321,8.11417312046729,2.39227923931021,0.0184640745045746,0.0391023543228887,-4.61200192932185
"206831_s_at",-0.167182336691767,5.64330537085047,-2.39218175478507,0.0184687271687477,0.039108490687181,-4.61222465427681
"203442_x_at",0.128039288145673,8.51558721399065,2.39173614858225,0.0184900079566364,0.0391498334566447,-4.61324263624747
"204124_at",0.438344847119283,10.6046782878785,2.39158472185083,0.0184972445850468,0.0391614347827646,-4.61358852995033
"211689_s_at",0.333733045693878,7.40150854892523,2.39136450480304,0.0185077731622955,0.0391800027907497,-4.61409152150466
"201301_s_at",0.205926265520408,10.3329842878411,2.39124984777123,0.0185132570196761,0.0391878888733204,-4.61435338990854
"208456_s_at",-0.26408109503202,6.47770280536449,-2.39073431848458,0.0185379317554841,0.0392363918415134,-4.61553068212414
"208549_x_at",-0.142393268001407,10.330057880028,-2.38969831460023,0.0185876061722371,0.0393377935545597,-4.61789586945231
"218818_at",-0.114580050139338,8.2655796163271,-2.38954178159509,0.0185951218919468,0.0393499621194919,-4.61825315266606
"205066_s_at",-0.154592091846587,7.11220065637383,-2.38930645135786,0.0186064260267645,0.0393701444453892,-4.61879024924559
"221551_x_at",0.162095687318438,7.15445401115888,2.38852976992797,0.0186437773457032,0.0394453230413326,-4.62056253941007
"52731_at",-0.0947746108768472,5.68990991513084,-2.38849406533344,0.0186454960101583,0.0394453230413326,-4.62064400037897
"203445_s_at",0.168941699366644,11.4138139914953,2.38737490923716,0.018699438623625,0.0395534287376749,-4.62319682897584
"219317_at",0.188028616363829,6.27210934639252,2.38736023507655,0.0187001468272407,0.0395534287376749,-4.62323029402606
"206247_at",-0.199258120203729,7.77920930852336,-2.38706963193077,0.0187141768032632,0.0395793471627861,-4.62389298878964
"211421_s_at",-0.143017036508093,5.35478105527103,-2.38674264406822,0.0187299745519736,0.0396089990454236,-4.62463856889034
"201601_x_at",-0.251988071597466,11.4710393357944,-2.38554453771499,0.018787959714773,0.0397278521848819,-4.62736964106888
"205227_at",-0.12162948795672,8.22775411042991,-2.38518976075309,0.0188051604985599,0.0397604508387333,-4.62817811500933
"44146_at",-0.0773807737473613,8.85878130966355,-2.38508274401672,0.0188103517716986,0.0397676535606035,-4.62842196597738
"221984_s_at",-0.146798163587965,9.22232230921495,-2.3839463605704,0.0188655550208315,0.0398751970846247,-4.63101074980802
"210317_s_at",-0.323335416971148,8.27076401336449,-2.38393993234626,0.0188658676993417,0.0398751970846247,-4.63102539072317
"208437_at",-0.107419834844476,6.30422477725234,-2.3839251036314,0.0188665890079073,0.0398751970846247,-4.63105916444981
"213318_s_at",-0.169728825799789,10.4048061688224,-2.38321311378037,0.0189012508950819,0.039944667459703,-4.63268056262491
"206299_at",-0.133132740963407,6.99952903733645,-2.3829401510379,0.0189145545380816,0.0399689918228612,-4.63330205882176
"220999_s_at",0.14115673874912,8.20669086620561,2.38243024313398,0.0189394286423092,0.040017759191786,-4.63446287280132
"204380_s_at",-0.0919026289950736,4.89668843247664,-2.38227830941488,0.018946845812346,0.0400276396626878,-4.63480870924439
"220219_s_at",-0.108525951994722,5.51399403791589,-2.38226086698515,0.0189476974896572,0.0400276396626878,-4.63484841099634
"205584_at",0.130061344474314,6.14314892874766,2.38216614957451,0.0189523229350337,0.0400336156945071,-4.6350639983608
"200838_at",-0.248586762869106,11.4098549684299,-2.3820952050784,0.0189557881057201,0.0400371399393138,-4.63522547087269
"220306_at",-0.209750422977129,7.7120182005514,-2.38200590354056,0.0189601506952845,0.0400425588041915,-4.63542871859192
"221193_s_at",0.206131588799789,6.21274018135514,2.38196634145979,0.0189620836802132,0.040042845967228,-4.63551875855191
"203252_at",-0.190337464877903,8.54363878699065,-2.3818850667832,0.0189660552713665,0.0400474376586621,-4.6357037286392
"214938_x_at",0.0967590678008446,12.6871390164486,2.38155496369574,0.0189821937627375,0.0400767626815115,-4.63645493987575
"209544_at",-0.0938064644753694,5.59258682863551,-2.38152743086992,0.0189835403717342,0.0400767626815115,-4.636517591729
"207037_at",-0.105378290202322,6.52344260727103,-2.38110063078572,0.0190044256643236,0.0401170535314629,-4.63748870599893
"201397_at",-0.216498514540113,7.62756715139252,-2.38075380915141,0.0190214122416288,0.0401491076044535,-4.63827772689521
"205014_at",-0.214774632305771,8.27488631406542,-2.38039082274149,0.0190392049478676,0.0401828569665971,-4.6391034119117
"209018_s_at",0.107613106677341,9.15281449394393,2.37918770489682,0.019098284373667,0.0403009686420959,-4.64183933299275
"213986_s_at",-0.266989833490499,6.00951648120561,-2.37917752156907,0.0190987851214169,0.0403009686420959,-4.64186248482811
"204760_s_at",-0.137993613533076,6.25353964239252,-2.37912002762203,0.0191016125063894,0.0403031182160661,-4.64199319586687
"214831_at",-0.114021622691062,7.06665135133645,-2.37844371557554,0.0191348994235676,0.0403695288634119,-4.64353056073456
"212455_at",0.155832396358902,10.1481616288879,2.37832841676988,0.0191405793591074,0.040377689090125,-4.64379261399198
"215217_at",-0.101936124240675,7.12930942383178,-2.37819730533981,0.0191470400835472,0.0403874947161758,-4.64409059257395
"205121_at",0.0803185430320197,5.25101000826168,2.3778620948321,0.0191635669029973,0.0404185292285365,-4.6448523624159
"205975_s_at",-0.313439073826179,9.06900728493458,-2.37780712307313,0.0191662783713553,0.0404204221984583,-4.64497727715892
"214765_s_at",0.119428050790289,6.8703418337757,2.37741151028754,0.0191858019036194,0.0404577669933141,-4.64587616876878
"218387_s_at",-0.186632136853976,9.14833147469159,-2.37708933067626,0.0192017145194879,0.0404874909763199,-4.64660810967482
"212868_x_at",-0.120803998480295,7.58168044480374,-2.37691052934893,0.0192105506539945,0.0405022897363005,-4.64701427934484
"220125_at",0.172986658549965,6.59694654275701,2.37670319998481,0.0192208011191114,0.0405200672977446,-4.64748521958155
"216177_at",-0.121704953344124,6.53990848573832,-2.37534725683528,0.0192879591913357,0.0406577991354209,-4.65056427714864
"221704_s_at",0.216183265796974,8.20105604398131,2.37523457293428,0.0192935496218423,0.0406657364948461,-4.65082008701556
"213916_at",0.0881159894011269,7.34856570757944,2.37507796928738,0.0193013213659617,0.0406782695543106,-4.65117558333995
"214320_x_at",0.100458502671359,7.15571429669159,2.3743430383201,0.0193378307313548,0.0407513601462814,-4.65284362296731
"205241_at",-0.209740249593596,8.88834685170093,-2.37419980497995,0.0193449532927688,0.0407625148201198,-4.65316865906494
"213654_at",-0.0804709547997889,8.97415292962617,-2.37410380263288,0.0193497285003914,0.0407687216503613,-4.65338650507794
"201896_s_at",-0.148902970990499,7.50470731303738,-2.37401340087678,0.0193542260862949,0.0407743424298864,-4.65359163512206
"216993_s_at",-0.108773134425053,6.9713122961028,-2.37332355897436,0.0193885769819892,0.0408428493939937,-4.6551567192293
"203297_s_at",0.139272818622098,8.80334592351402,2.3727311670751,0.01941811841662,0.0409012130331357,-4.65650038586198
"213827_at",-0.116031740338846,8.31791344253271,-2.37234164712704,0.019437564742088,0.04093830388922,-4.65738373251288
"218271_s_at",-0.121557002223435,9.64186184293458,-2.3721846172713,0.0194454091506751,0.0409495867507425,-4.65773980516833
"206693_at",0.219550035719916,5.48403549572897,2.37216083829241,0.0194465972712991,0.0409495867507425,-4.65779372328089
"209166_s_at",0.193155937853625,9.4945270381215,2.37150174407934,0.019479554624938,0.0410151106215151,-4.65928800558278
"201081_s_at",-0.0866043623733289,7.77399056354206,-2.37129311909397,0.0194899970140893,0.041033220282025,-4.65976091709688
"220506_at",-0.147304725551372,6.6584587115514,-2.37115547800118,0.0194968891326479,0.0410438526729138,-4.66007290166292
"222107_x_at",-0.0988742954468687,6.90398472238318,-2.37088371571315,0.0195105034564597,0.0410686329605415,-4.66068884449327
"203667_at",-0.169344461081984,10.4321601765514,-2.36967687490465,0.0195710636577524,0.0411922179546327,-4.66342335223309
"220659_s_at",-0.120661311659043,8.14001398050467,-2.3696257850498,0.0195736310548691,0.0411937307136049,-4.66353908596966
"221403_s_at",0.079116865904293,5.56541018115888,2.36955404665535,0.0195772365978588,0.0411974278128329,-4.66370159100229
"205795_at",0.178551963198452,6.32736976329907,2.36940332219899,0.0195848138648093,0.0412094813361232,-4.6640430043659
"213820_s_at",-0.113037916442998,7.70992360865421,-2.36898281895058,0.0196059672674308,0.041250096177902,-4.66499540344051
"206180_x_at",-0.0967962125724849,8.73262992479439,-2.36866625309281,0.0196219054494729,0.0412762186055876,-4.66571229389069
"207217_s_at",-0.110037362985574,7.99889797326168,-2.36866263143872,0.0196220878557192,0.0412762186055876,-4.66572049493647
"200040_at",-0.105158260622096,10.6737274400841,-2.36847469732543,0.0196315553031467,0.0412922358712497,-4.66614604637186
"218367_x_at",-0.139420223578818,9.00667642385047,-2.3671551650169,0.0196981425921853,0.0414283823861882,-4.66913309220111
"214858_at",-0.109241704123153,4.92941575676636,-2.36706487768314,0.0197027060444281,0.0414326380413907,-4.66933742219986
"213538_at",0.108201454121746,8.21232338116822,2.36704155887046,0.0197038848146398,0.0414326380413907,-4.66939019405283
"207768_at",-0.161583896529908,4.49566046961682,-2.36696096854353,0.0197079591510975,0.0414372951277511,-4.66957257112324
"203759_at",-0.170256513048909,6.72096789696262,-2.36690464132565,0.0197108072810856,0.0414393733979083,-4.66970003710529
"201143_s_at",0.164070900882478,7.33104481950467,2.36640569933084,0.019736051703967,0.041488532086745,-4.67082900120604
"220558_x_at",0.0984619406277268,8.09006882743925,2.3659539830962,0.0197589313809154,0.0415327108726476,-4.67185092176475
"215733_x_at",-0.303932855495779,7.11289919133645,-2.36432636297828,0.0198415660950691,0.0417024728632734,-4.67553163869921
"220805_at",0.0892194999236454,7.04786217536449,2.36348446263001,0.0198844295280043,0.0417886205010394,-4.67743462468482
"213119_at",-0.141099995664672,8.00682826673832,-2.36328594634192,0.0198945484647589,0.041805943364789,-4.67788325112399
"219462_at",-0.102636586123856,9.03867111098131,-2.36294815093936,0.0199117773283141,0.0418382021882907,-4.67864655596822
"220549_at",-0.069717946597115,4.13761193951402,-2.36258337059231,0.0199303973566586,0.041873377738867,-4.679470727288
"221992_at",-0.173238272668543,6.3867679035514,-2.36212346154062,0.0199538951432712,0.0419187937661462,-4.68050966538418
"219601_s_at",-0.0634714978743842,5.22049339714019,-2.36178973177713,0.0199709614940568,0.041950691456643,-4.68126344929578
"222292_at",0.119020162806123,5.87917901703738,2.36153212644838,0.0199841438083875,0.0419744251562164,-4.68184522788804
"212507_at",-0.192121268614356,8.61407852978505,-2.36122701150937,0.0199997672703675,0.0420032812521771,-4.68253422865043
"215899_at",-0.0715552980791695,6.13544407949533,-2.36116161719114,0.0200031172037199,0.0420063576147857,-4.682681889553
"206384_at",0.0935930449996483,6.94831034217757,2.36039728182837,0.0200423083956142,0.0420846926102028,-4.68440749153482
"204088_at",-0.187005565941239,9.47226275252337,-2.36034752807441,0.0200448618663858,0.0420860884734453,-4.68451980064633
"214454_at",0.125072921240676,7.90437975380374,2.36025722638204,0.0200494970808531,0.0420918544801818,-4.68472363313448
"219262_at",-0.0579098354313866,4.40295548085981,-2.35961833947386,0.0200823184497119,0.0421566850145685,-4.68616555256248
"212154_at",0.288040567428925,8.13670970329906,2.35958249309958,0.0200841613837751,0.0421566850145685,-4.68624644468624
"213833_x_at",-0.0802924674802956,7.4452713343271,-2.35949791324477,0.0200885103970126,0.0421618420624124,-4.6864373060144
"210163_at",-0.438084071637579,5.69298497751402,-2.35865919100999,0.020131681792265,0.0422484710281636,-4.68832961700033
