"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"206099_at",0.371459728176284,8.11142875228037,7.32458658884213,4.47305031050243e-11,4.64892630918497e-10,14.4834322383974
"205294_at",0.296414704633005,8.16403125356075,7.32413053015586,4.48323562255113e-11,4.65733983110987e-10,14.4811886773651
"209104_s_at",-0.535317029628783,10.3480873406729,-7.32384791181439,4.48955897187373e-11,4.66173544129834e-10,14.4797983720883
"212488_at",-1.13154257819529,9.3904058587757,-7.32355280013894,4.4961712886644e-11,4.66642686657237e-10,14.4783466265949
"202004_x_at",-0.457448270502463,9.84828045134579,-7.32318963189568,4.50432174761051e-11,4.67270956713245e-10,14.4765601166965
"206437_at",0.380061654522169,8.17949762752336,7.32043832622158,4.5665461528505e-11,4.73505574332097e-10,14.4630267615782
"221476_s_at",0.424587652505279,12.2863714320561,7.31984429188239,4.58009250601801e-11,4.74689308426043e-10,14.4601049988556
"206857_s_at",0.871393357226249,7.7248405425514,7.31833921320361,4.61459295038856e-11,4.78042653247366e-10,14.4527026129561
"218417_s_at",0.387334247422942,7.37129476405608,7.31811362424977,4.61978621521426e-11,4.78358253873696e-10,14.4515931491695
"217920_at",-0.279561499203377,6.87164461215888,-7.31786026338333,4.62562572499483e-11,4.78740446029075e-10,14.4503471146608
"205046_at",-0.596762848617876,7.00619355208411,-7.31632090161423,4.66126289516752e-11,4.82014835831992e-10,14.4427768095312
"214626_s_at",-0.503584246277974,10.2015244775047,-7.31630685111978,4.66158942340772e-11,4.82014835831992e-10,14.4427077141803
"201989_s_at",0.514798572970797,10.1876369126075,7.31501350275169,4.69174369916293e-11,4.84907814695954e-10,14.4363476761373
"209508_x_at",0.529729323238916,8.61065501178505,7.31358550219077,4.72526209214347e-11,4.88145643019161e-10,14.4293259247685
"203402_at",0.426056951688952,7.54555157769159,7.31242497754979,4.75267703772159e-11,4.90750242963625e-10,14.4236197427824
"204122_at",1.08114119606017,10.1792654513832,7.31213527228116,4.75954527770777e-11,4.9123180835184e-10,14.4221953388153
"218850_s_at",0.485279243706897,8.32903807799065,7.31192058837149,4.7646412835766e-11,4.91530100564525e-10,14.4211398072083
"201560_at",0.564553472078115,10.0437881877664,7.31178692885491,4.76781672553106e-11,4.91630079106935e-10,14.4204826516956
"213528_at",-0.462936046133005,6.99597413917757,-7.31079986312148,4.79133219499977e-11,4.93726412433375e-10,14.4156297314406
"201312_s_at",0.620587912301549,10.1029630955981,7.31074769035769,4.79257833367765e-11,4.93726412433375e-10,14.4153732295653
"200737_at",-0.830303046057355,9.34914778242056,-7.30888086704409,4.83737923961979e-11,4.9811146763608e-10,14.4061955953633
"201629_s_at",-0.676161218823716,7.31693720065421,-7.30735750133753,4.87424519314123e-11,5.01675776622475e-10,14.3987070440395
"203052_at",0.667070086930684,9.12464623285981,7.30711262601214,4.88019719187780e-11,5.02056482117327e-10,14.3975033365187
"221987_s_at",-0.42731856166221,5.48477155971963,-7.30653940824335,4.89415815675475e-11,5.03260388587753e-10,14.3946856841814
"202393_s_at",0.673447259004223,10.0590006459159,7.3030676093211,4.97956561781061e-11,5.11806552867499e-10,14.3776216458369
"201568_at",-0.525406311378606,10.9538006762523,-7.30220192057874,5.00109104430657e-11,5.13781981283003e-10,14.3733671749902
"216898_s_at",0.446663845970444,5.54235993805607,7.29603991816386,5.15699859760818e-11,5.29554837559922e-10,14.3430886237772
"216272_x_at",0.240628586966221,8.0515801531215,7.29486966530727,5.18714763246109e-11,5.32405392418841e-10,14.3373392675214
"219544_at",-0.390350460914849,7.10487924095327,-7.29312244433435,5.23248654704129e-11,5.36811683829287e-10,14.3287558948412
"221509_at",-0.665535712238565,9.08257828458878,-7.29282904286376,5.24013850565779e-11,5.37349315791866e-10,14.3273146032124
"212673_at",-0.380934901797327,9.25641916091589,-7.29173482094337,5.26877397022551e-11,5.40037214252691e-10,14.3219395718529
"218788_s_at",-0.677253357780085,8.96026234204673,-7.28869356660948,5.34918015411147e-11,5.48026581030188e-10,14.3070017725706
"201924_at",0.409401861370514,9.91624434641122,7.2870694642697,5.39261609587292e-11,5.52222722722133e-10,14.2990254966763
"221016_s_at",0.492430150810346,8.34240377235514,7.28669874481366,5.40257975237277e-11,5.52988905016639e-10,14.2972049073282
"36711_at",1.17032492212949,9.12553199312149,7.28626334881133,5.41430499989983e-11,5.53934611169733e-10,14.2950667340065
"212556_at",-0.431941447217805,7.8818782124486,-7.28569280099369,5.42970809812097e-11,5.55255555532031e-10,14.2922649132609
"219110_at",-0.45055489540957,7.92961450976636,-7.28274507975059,5.50998258956797e-11,5.63206156162124e-10,14.2777905618377
"218853_s_at",-0.478973644704786,7.85916146211215,-7.28154679834768,5.54295045079162e-11,5.66316207679916e-10,14.2719071460806
"202475_at",-0.582401461483462,10.7460498697009,-7.27834873854917,5.63189804342102e-11,5.75140165451652e-10,14.2562066732938
"212465_at",0.332882207795567,9.36092230365421,7.27825571878324,5.63450627008115e-11,5.7514293731662e-10,14.2557500395486
"209907_s_at",0.404034337715342,8.91474709521495,7.27449986407843,5.74082490064159e-11,5.857271120009e-10,14.2373142199525
"210471_s_at",0.288263817766362,6.15402836838318,7.27418451159592,5.74984171069251e-11,5.86378594230486e-10,14.2357664424175
"206066_s_at",-0.432931282920127,7.03020497182243,-7.26971972912627,5.87901920985578e-11,5.9927806520227e-10,14.2138553548653
"221741_s_at",-0.482683086263547,10.1346391749533,-7.26875300243147,5.90736577189701e-11,6.01892233631372e-10,14.209111711812
"212583_at",0.335686751058762,7.24075334285981,7.26461720373619,6.03017427175701e-11,6.14124192402017e-10,14.1888201434862
"205904_at",0.486231633744195,8.05762427198131,7.26407500061763,6.04646099552509e-11,6.15501554880245e-10,14.1861602119882
"205725_at",2.75742293856088,10.0886592742897,7.26354672471076,6.06237131473637e-11,6.16839360759226e-10,14.1835686696874
"204729_s_at",-0.540916668439127,8.35078337390654,-7.2580968078285,6.22895109976357e-11,6.3349939459622e-10,14.1568369930911
"213937_s_at",-0.348744431124912,7.88972013773832,-7.25730320928318,6.25358341654852e-11,6.35714412732439e-10,14.1529449896528
"214803_at",0.495478702021816,8.28049432557009,7.25617070459221,6.2889022769328e-11,6.390132669261e-10,14.1473911593663
"201829_at",-0.890382606945111,8.17999459398131,-7.25572916663096,6.30272581675045e-11,6.40125977095033e-10,14.1452259270989
"212021_s_at",-0.460090559249826,7.65749354319626,-7.25330400318743,6.37919093521572e-11,6.475968638242e-10,14.1333341155203
"219355_at",0.586876522744898,6.19177706795327,7.24938989429619,6.50454674979702e-11,6.60021927257409e-10,14.1141441257558
"205774_at",-0.58189859524701,7.39209701685981,-7.24893882321594,6.51914906006435e-11,6.6120254212751e-10,14.1119328551199
"221669_s_at",-0.833985433119282,8.00468170318692,-7.24634595214972,6.60371932008404e-11,6.69475330343187e-10,14.0992228280827
"209036_s_at",-0.656058605369811,9.65181019450467,-7.24620902539382,6.60821549395722e-11,6.69626493187125e-10,14.0985516685991
"210959_s_at",-0.71571610456615,6.46472555408411,-7.24542223027081,6.63410984678999e-11,6.71944862345552e-10,14.0946952022706
"215084_s_at",-0.50069544204891,6.97494129976636,-7.24509259531784,6.64498839554598e-11,6.72740919663567e-10,14.0930795435735
"209964_s_at",0.626738281117875,8.55259653063551,7.24471224384655,6.65756265616133e-11,6.73707850441612e-10,14.0912153365463
"221637_s_at",-0.468636700893034,8.67454211382243,-7.24441788711041,6.6673101549031e-11,6.74387980852046e-10,14.089772636468
"205139_s_at",0.497578085997186,7.02150757401869,7.24189322268398,6.75149648514223e-11,6.8259344908541e-10,14.0773995904731
"207707_s_at",-0.429865655161154,10.4209153938972,-7.24149656935041,6.76481854942703e-11,6.83630166607177e-10,14.0754557801131
"200689_x_at",-0.308761942741027,13.2166719079439,-7.24064199973327,6.79360887624781e-11,6.86228407023708e-10,14.0712680633866
"207334_s_at",0.52401827158304,6.43926275557944,7.23908153638791,6.8464943987267e-11,6.91257066999669e-10,14.063621638236
"204821_at",0.651192360308587,7.56476563613084,7.23490696792851,6.9899889607533e-11,7.0542538049124e-10,14.0431686355001
"222111_at",0.567028008061929,6.85825927917757,7.23452662199052,7.0032100244062e-11,7.06439696576928e-10,14.0413053600544
"209482_at",-0.543683559173469,8.0878604913271,-7.23071197164428,7.13718833302856e-11,7.19628812782242e-10,14.0226196555694
"208858_s_at",0.371884533366643,10.0123961444953,7.2296448913666,7.17511901771805e-11,7.23126083545053e-10,14.0173932738997
"218892_at",0.419706714434905,7.09350622128972,7.22836652626236,7.22082323738266e-11,7.27403273953878e-10,14.0111324059014
"215375_x_at",0.307666282207601,6.70913477317757,7.22807802969143,7.23117743556681e-11,7.2811715678597e-10,14.0097195300706
"205929_at",0.348416864366293,7.96649631781308,7.2274729303135,7.25294239911347e-11,7.29978841370576e-10,14.0067561950893
"220512_at",0.638791996147784,5.63181253326168,7.22631545945476,7.29475680569346e-11,7.33855827996692e-10,14.0010879873494
"220661_s_at",-0.420667221068966,7.85629938063551,-7.22441626909612,7.36388461196826e-11,7.40475815922784e-10,13.9917882142803
"218376_s_at",0.638786103070374,8.00578142025234,7.22429549253121,7.36830259969751e-11,7.40585867519439e-10,13.9911968358556
"210396_s_at",-0.769533247456017,8.79030420157944,-7.2235781255647,7.3945979688295e-11,7.42893717490657e-10,13.9876843430913
"213942_at",0.354790485096763,7.78849093301869,7.22080752535965,7.49703165010633e-11,7.52845228748622e-10,13.9741196010856
"212099_at",0.964958879291697,11.6452991126822,7.21875151948959,7.57395353033085e-11,7.6022705638001e-10,13.9640546509643
"217691_x_at",-0.447797659991203,8.80819115447663,-7.21794989755469,7.60415632956906e-11,7.62914972948165e-10,13.9601306690033
"204875_s_at",-0.787991340616116,6.28808720196262,-7.2172428186302,7.63089609071923e-11,7.65253184471182e-10,13.9566696058407
"209949_at",0.952902271305771,9.01827109426168,7.2165814009679,7.65599342630961e-11,7.67424658202685e-10,13.9534321555857
"218568_at",-0.442371215097818,7.93258215103738,-7.21198667176809,7.83261201406862e-11,7.8477560031246e-10,13.9309451205254
"222245_s_at",-0.403998088676636,7.21395867246729,-7.2116036424496,7.8475165003317e-11,7.8581138699186e-10,13.9290707643544
"211714_x_at",-0.736504670281493,11.822081791028,-7.21153981468361,7.85000290555078e-11,7.8581138699186e-10,13.928758426186
"204654_s_at",-0.504852541481352,5.96143677086916,-7.2106231883071,7.8857962501049e-11,7.8903995438297e-10,13.9242730644049
"200708_at",-0.401425487719563,10.1450246141028,-7.20970157877936,7.92194725668813e-11,7.92301394617511e-10,13.9197635187227
"208638_at",-0.518436267592893,10.3060509269626,-7.20758230377804,8.00570216083512e-11,8.00318803274513e-10,13.9093944151123
"40020_at",-0.380355396899367,7.70512420366355,-7.20384644979528,8.15548773987058e-11,8.14927055190745e-10,13.8911183695414
"204437_s_at",1.42617127868332,10.7164163826916,7.20218482458835,8.22299832318043e-11,8.2130466891721e-10,13.8829906521919
"216893_s_at",0.508704030012667,5.57200211435514,7.20011720056585,8.30777819026795e-11,8.29400633574107e-10,13.8728779368008
"201040_at",0.54701406740359,10.338900212271,7.1922591565663,8.63796243970381e-11,8.61978132753784e-10,13.8344536457369
"220658_s_at",-0.613216376517946,7.09886109058878,-7.19151436606888,8.66992423384364e-11,8.64780312008675e-10,13.8308125296006
"205945_at",0.722371919027095,7.56179150133645,7.19035126879153,8.72007174577877e-11,8.69393103853192e-10,13.8251266687131
"215768_at",0.636072318298382,5.70294648424299,7.18991900466544,8.73878220478397e-11,8.70868890291597e-10,13.8230136055628
"219148_at",-1.26750084107847,5.65274343461682,-7.18966160190911,8.74994272161143e-11,8.71591299354795e-10,13.8217553491193
"208381_s_at",-0.264934344423294,6.27249687674766,-7.1888395553773,8.78567984524648e-11,8.74760071454992e-10,13.8177370623793
"200692_s_at",-0.680627618882477,8.9067966204486,-7.18700565687714,8.86592771659367e-11,8.82355816475465e-10,13.8087732730775
"209631_s_at",-1.19687879680084,4.96467850362617,-7.18492116986738,8.9580232117934e-11,8.9112335369818e-10,13.7985856250366
"212632_at",0.605363409002816,8.92711952750467,7.18460218945104,8.97219959521999e-11,8.92135312718818e-10,13.7970267431065
"210555_s_at",0.523701882196693,8.5256179388785,7.18242208428433,9.06968661680789e-11,9.01426524898886e-10,13.7863730526595
"206027_at",0.694835247447925,6.53700676693458,7.1816483730843,9.10453617184465e-11,9.04486756652761e-10,13.7825923711934
"212043_at",0.437905856497538,10.4609547757383,7.17791537789975,9.27455160210578e-11,9.20966280524613e-10,13.764353387408
"202710_at",-0.809798825045743,8.72030388827103,-7.17501799118076,9.40867541146314e-11,9.3386866010527e-10,13.7501993945547
"207167_at",0.405877675840254,6.71277381228037,7.17382667259362,9.4643791182344e-11,9.38979340568197e-10,13.7443802818229
"205980_s_at",-0.624354195250177,8.02904450372897,-7.17247220214565,9.52810857798758e-11,9.44881368238973e-10,13.7377646522111
"219715_s_at",-0.383399485893737,8.20543680218692,-7.17125392339281,9.58579321149596e-11,9.50178959660874e-10,13.731814599555
"209183_s_at",0.879517785266363,9.99170348657009,7.17062650826707,9.61563574190797e-11,9.52571901284685e-10,13.728750454096
"206834_at",0.476016974034483,7.55132810953271,7.17056672795631,9.61848394691263e-11,9.52571901284685e-10,13.7284585062954
"221011_s_at",0.778805728128433,10.0088667709439,7.17008289977776,9.64156649982416e-11,9.54433701979484e-10,13.7260956768225
"222129_at",0.432656190700564,7.25342350150467,7.16802682389574,9.74027193396369e-11,9.63776551973858e-10,13.7160552271721
"215382_x_at",1.48730386996587,9.28209806648598,7.16489275916082,9.89265770624851e-11,9.78029907255935e-10,13.7007525872377
"203620_s_at",0.51210831113371,8.48089892531776,7.16488373814889,9.89309972155849e-11,9.78029907255935e-10,13.700708543929
"41577_at",0.544442212941592,6.65593003385047,7.16323846555462,9.97404361556849e-11,9.85594740069679e-10,13.6926761539542
"212909_at",-0.581319272297678,6.04677863600935,-7.16038363642691,1.01160553255867e-10,9.99184666755529e-10,13.6787401360254
"205393_s_at",-0.573938964429276,4.59862406733645,-7.15960827803821,1.01549698143728e-10,1.00258392722051e-09,13.6749555181687
"207515_s_at",-0.347901663176637,8.13801142125234,-7.15788046686088,1.02422213608939e-10,1.01075030374136e-09,13.6665223864165
"31846_at",-0.292545303662913,10.7033496020561,-7.15615203687351,1.03302473277819e-10,1.01869441948831e-09,13.6580869573323
"207111_at",0.514859640635468,7.85610362457009,7.156120417774,1.03318645965246e-10,1.01869441948831e-09,13.6579326502289
"209959_at",1.02251031449789,9.24582347616822,7.15585262314663,1.03455719477669e-10,1.01959477979695e-09,13.6566257722081
"208018_s_at",0.892897414495779,8.43900089263551,7.15534586490898,1.03715602359185e-10,1.02170414118909e-09,13.6541527634081
"205739_x_at",-0.515418895408516,4.9362010296729,-7.15469931160205,1.04048116257245e-10,1.02452681155996e-09,13.6509976371247
"208760_at",0.640153895853274,8.41818625135514,7.15373460782198,1.04546215592009e-10,1.02897673234838e-09,13.6462901514165
"218451_at",-0.702139114783955,8.02899404733645,-7.153339784543,1.04750752883123e-10,1.03053466953406e-09,13.6443635888745
"209644_x_at",-1.01995122067206,7.89688390035514,-7.15291707953392,1.04970173746775e-10,1.03223759117361e-09,13.6423010177568
"218835_at",1.83580612754434,13.303319120757,7.15258848192962,1.05141059202594e-10,1.03346194186652e-09,13.6406976696607
"203091_at",-0.344538137395849,8.83620525981308,-7.1484258882529,1.0732980539184e-10,1.0545106056201e-09,13.6203891190872
"221739_at",-0.428695279323364,10.2936158750748,-7.14517652939732,1.09069683880589e-10,1.07113255439012e-09,13.6045390043105
"209885_at",-0.63129408608867,7.26943336775701,-7.14483807538223,1.09252509244184e-10,1.07244014877249e-09,13.602888200179
"218245_at",-0.450021219000352,8.99244040330841,-7.144751936529,1.0929908799813e-10,1.07244014877249e-09,13.6024680637293
"221777_at",-0.273920746383182,8.95412879311215,-7.14397224970867,1.09721592203583e-10,1.0761119010002e-09,13.5986652760002
"204247_s_at",-0.462356115775862,8.17218596326168,-7.14258127626042,1.10479368761109e-10,1.08306721254017e-09,13.5918814110334
"201941_at",-0.930679452487333,10.2694144769626,-7.14125287901197,1.11207894863943e-10,1.08972978067425e-09,13.5854031742209
"55662_at",0.412914229447221,5.9972254338972,7.13526484294635,1.14551414846183e-10,1.12199963824945e-09,13.5562064737956
"221565_s_at",0.414611956823716,8.50273264366355,7.13446131928818,1.15007589093391e-10,1.12597280657646e-09,13.5522892881784
"209317_at",-0.497013966615412,7.45660425321495,-7.13266435038832,1.16034282896698e-10,1.13552565910721e-09,13.5435296187843
"203588_s_at",-0.449523934604856,8.05871140060748,-7.13232631570666,1.16228430490763e-10,1.13692630229398e-09,13.5418818922101
"215633_x_at",0.501622967716398,9.22240525316822,7.13215753656322,1.1632548791072e-10,1.13737641382825e-09,13.5410592004671
"220013_at",-0.788294312102042,7.15035043847664,-7.13134710808923,1.16792649125629e-10,1.14144324581859e-09,13.5371089705566
"201263_at",-0.747311180991556,8.82962603878505,-7.13118971055015,1.16883594260767e-10,1.14183127177232e-09,13.5363417944588
"206380_s_at",0.409541386747362,6.96735676526168,7.13079037583783,1.1711464692445e-10,1.1435870628473e-09,13.5343954123002
"201317_s_at",-0.51770239356791,10.589318500028,-7.12997612510388,1.17587170446288e-10,1.14769816866169e-09,13.5304268247263
"206686_at",-0.421807185719916,6.77778081109346,-7.12986335692415,1.1765276047155e-10,1.14783557862852e-09,13.5298772151869
"209009_at",0.386846669651302,10.872709649243,7.12666342185751,1.19529140956457e-10,1.1656314432966e-09,13.5142826712441
"203859_s_at",0.418337987676637,7.35166578416822,7.12592735829166,1.19964931400064e-10,1.16936945161313e-09,13.5106958988472
"212151_at",0.752390587634767,10.0749028093551,7.12219762467246,1.22197453659846e-10,1.190610345388e-09,13.4925232829
"209607_x_at",0.639282133055947,9.40028819798131,7.1217594152753,1.22462441745213e-10,1.1926707121541e-09,13.4903883920427
"202763_at",-0.483483575114356,7.51748222098131,-7.12055338858675,1.23194676979789e-10,1.19927784497188e-09,13.484513053605
"202687_s_at",1.04824364553483,9.2477350953271,7.11956507501302,1.23797960739747e-10,1.20462443631607e-09,13.4796986037303
"202220_at",-0.683043132957074,9.37324208093458,-7.11300179200535,1.27879229068994e-10,1.2432621090167e-09,13.4477324690847
"204449_at",0.253193595233286,5.1283634504486,7.11300009511419,1.27880301299927e-10,1.2432621090167e-09,13.4477242058364
"209805_at",-0.387618605415552,7.31839384263551,-7.11265824014676,1.28096494219428e-10,1.24482083763259e-09,13.4460595098497
"212782_x_at",-0.573979048856438,9.97658044881308,-7.11237571860621,1.28275437250617e-10,1.24601637674608e-09,13.4446837655219
"212442_s_at",-0.493288079955665,9.48391647563551,-7.11142414646492,1.28879966086206e-10,1.2513430432675e-09,13.4400502107911
"205890_s_at",-1.41600032956967,8.99925673706542,-7.110710680822,1.29335077688805e-10,1.25521495476465e-09,13.4365762308581
"209702_at",0.436803260933147,9.21105727028037,7.10879446376547,1.30565306082103e-10,1.26660283649434e-09,13.4272464817457
"221030_s_at",0.392317776381775,6.96349864364486,7.10762543364573,1.31321519777823e-10,1.27338443220593e-09,13.4215551100984
"201566_x_at",0.469306414913794,9.18810659786916,7.10737609742734,1.31483369105234e-10,1.27395825378534e-09,13.4203412714364
"212667_at",0.868151685077762,10.2725764758972,7.10735812912966,1.31495040331476e-10,1.27395825378534e-09,13.4202537973165
"210416_s_at",-0.375089030257566,7.7820120581028,-7.10690420849523,1.31790223107755e-10,1.27573092208715e-09,13.4180440258275
"218424_s_at",-0.583642938712527,9.40181186983177,-7.10690069005988,1.31792513694055e-10,1.27573092208715e-09,13.418026897618
"200637_s_at",-0.803045432412034,8.34249941507477,-7.10645549807347,1.32082662849985e-10,1.27798435791846e-09,13.4158596687491
"202175_at",-0.48305683321323,8.76398729685981,-7.10558162045838,1.32654044718398e-10,1.28295576322052e-09,13.4116057078834
"209449_at",-0.601956554435609,7.78653442115888,-7.10269354435611,1.34559877788139e-10,1.30082332180178e-09,13.3975481478626
"209247_s_at",-0.415970741695285,8.77479419786916,-7.10254495357165,1.34658662733002e-10,1.30121378216804e-09,13.3968249458629
"211208_s_at",-0.631242701570725,8.91155139691589,-7.10193447089897,1.3506527342716e-10,1.30457715118223e-09,13.393853740377
"213287_s_at",-0.527219874329346,8.98242375949533,-7.10028461322811,1.36170252799156e-10,1.31468013133605e-09,13.3858243825154
"215227_x_at",-0.650033392372977,9.11734323117757,-7.09986325332124,1.36453887919094e-10,1.31684797942883e-09,13.3837738596616
"211941_s_at",0.489907976462703,11.011050315486,7.09817542137725,1.37595918031929e-10,1.32729430368202e-09,13.3755605680423
"208813_at",-0.559994790469388,8.23870788354206,-7.0962538228796,1.38907649905358e-10,1.339367876608e-09,13.366210588008
"52164_at",-0.515187361448628,8.17668947169159,-7.09528023057846,1.39576968985148e-10,1.34523944632182e-09,13.3614737007409
"204286_s_at",-1.16184314846728,5.16914076942991,-7.09355933387082,1.40767863262449e-10,1.3555913221029e-09,13.3531014772813
"208523_x_at",-0.539384927099227,5.70261258506542,-7.0935523581731,1.40772711005973e-10,1.3555913221029e-09,13.3530675417641
"203119_at",-0.406887474784307,8.33348628906542,-7.09189146077552,1.41931667199398e-10,1.36616127006661e-09,13.3449879188718
"44822_s_at",0.344383531287827,8.6127737444486,7.09116865823923,1.42438977824233e-10,1.37045239328902e-09,13.341471978852
"211650_x_at",-1.24327582478818,7.81086191057944,-7.0909094821741,1.42621321881841e-10,1.37161455135652e-09,13.340211296243
"204734_at",-1.81551174258937,6.67559320585981,-7.09044734606963,1.42947032959428e-10,1.37415389794432e-09,13.3379634181967
"214767_s_at",0.451580255216748,8.91476247970093,7.09007069495717,1.43213039557239e-10,1.37611736112719e-09,13.3361313874011
"213737_x_at",0.51294903701302,9.54022456774766,7.08967583379136,1.43492433312049e-10,1.37820771185017e-09,13.3342108208807
"203299_s_at",0.286975035494722,6.86672276333645,7.08893869494102,1.44015459635058e-10,1.38263528093408e-09,13.3306255528174
"219429_at",-0.840130173166786,6.9503438915514,-7.08854500917612,1.44295566864056e-10,1.38472787098698e-09,13.328710814386
"205898_at",1.00817534351971,7.90882270118692,7.0876383798121,1.44942687265958e-10,1.39033917363209e-09,13.324301459614
"209694_at",-0.610558810522168,8.8809304421028,-7.08718062748146,1.45270506172175e-10,1.39288411748476e-09,13.3220752778128
"212446_s_at",-0.539378029293104,6.94415660237383,-7.0849885022154,1.46850602795651e-10,1.40742880950344e-09,13.3114150644446
"218364_at",0.375303969877904,7.53700198034579,7.08459896967179,1.47133156047443e-10,1.40953057446482e-09,13.3095209095608
"211501_s_at",-0.635197939381422,7.30581940637383,-7.08438190745616,1.47290838943484e-10,1.41043479337243e-09,13.3084654315113
"212857_x_at",-0.429449742065448,10.9873747737383,-7.08378253145335,1.4772712003357e-10,1.41360286042684e-09,13.3055509908639
"219402_s_at",-0.475368201585856,9.59047080864486,-7.08375312799285,1.47748555487776e-10,1.41360286042684e-09,13.3054080200819
"214167_s_at",-0.528751527068966,11.7018527772897,-7.0812646387113,1.49573900410786e-10,1.43045288534487e-09,13.2933088241634
"210548_at",0.42927961776214,5.28677400266355,7.07891010346564,1.51321546802767e-10,1.4465457003029e-09,13.2818623478202
"204848_x_at",0.660914482004223,8.04792421582243,7.07733337429646,1.52503160715107e-10,1.45721609357407e-09,13.2741979198265
"202651_at",-0.921579583616116,7.58072024559813,-7.07694893751156,1.52792643837558e-10,1.45935640061393e-09,13.2723292798685
"201001_s_at",-0.518746679917312,8.53440374786916,-7.07684957627133,1.52867551898504e-10,1.45944629775251e-09,13.2718463186244
"221799_at",-0.450678788806475,7.91756661771028,-7.07320162436273,1.55643056369291e-10,1.48530801930489e-09,13.2541165773776
"202375_at",-0.741768972309994,7.12423459673832,-7.07262916448558,1.56083113823165e-10,1.48886987385342e-09,13.2513346164449
"205097_at",0.899241398561578,8.94640393651402,7.06873921214129,1.59106183524489e-10,1.5170573758991e-09,13.2324329472237
"216925_s_at",0.300173138901479,7.95535418271963,7.06840571470333,1.59368043560161e-10,1.51890424065486e-09,13.2308126267154
"201247_at",0.476006129424349,7.83224510165421,7.06805948176508,1.59640355046154e-10,1.52084909426826e-09,13.2291304594941
"212895_s_at",0.50574133047713,9.50173680796262,7.06675726782676,1.60668676073031e-10,1.52999149954502e-09,13.222803943872
"222159_at",0.441712328823716,7.52975626339252,7.0644102923526,1.6253860946035e-10,1.54713705023707e-09,13.2114027657871
"207571_x_at",0.669523692457074,8.72911568091589,7.06245399730631,1.64113730425549e-10,1.56146296117528e-09,13.2019005024538
"221807_s_at",-0.362473372120689,7.25056562529907,-7.06115188340876,1.65170504424374e-10,1.57084692705435e-09,13.1955763119239
"221816_s_at",0.398917308724139,10.0480255394766,7.06032070915942,1.65848592808097e-10,1.57662294946366e-09,13.1915396350653
"215096_s_at",0.422492290205138,9.61776495042991,7.05920155459905,1.66765978526135e-10,1.58466793155559e-09,13.186104629911
"202324_s_at",-0.512189570327234,9.52913386525234,-7.05865125512501,1.67218907617011e-10,1.58829450913464e-09,13.1834322995955
"213359_at",-0.682976916602041,7.62345096946729,-7.05829703512737,1.6751109595225e-10,1.5903918837256e-09,13.1817121987878
"217094_s_at",-0.401127058877199,7.57396862736449,-7.05820291651218,1.67588817329943e-10,1.59045213652603e-09,13.1812551618643
"201875_s_at",-0.333010555894088,9.16419841335514,-7.05490059650991,1.70338538216568e-10,1.61585936444436e-09,13.1652206212456
"207293_s_at",0.636184486355736,5.84211200445794,7.05459470234151,1.70595494948819e-10,1.61760826125299e-09,13.1637354800199
"203467_at",0.666659598290993,8.31596518059813,7.05377901841577,1.71282562623476e-10,1.62343230239851e-09,13.1597753835501
"214845_s_at",-0.852165141997538,6.86733692749533,-7.05306461541814,1.71886569983539e-10,1.6284644723398e-09,13.1563071382476
"218603_at",0.532969884178396,9.54397352642991,7.05253123221742,1.72338905216125e-10,1.63154758679528e-09,13.15371778239
"203372_s_at",1.16340258579698,7.08616373343925,7.05250823373895,1.72358435548e-10,1.63154758679528e-09,13.1536061358652
"219431_at",0.323280015208305,7.74809583080374,7.05226589647684,1.72564361884566e-10,1.63280325939438e-09,13.1524297134379
"205119_s_at",0.682301273510556,8.81475440960748,7.05193040244415,1.72849850497491e-10,1.63481036444635e-09,13.1508010874844
"218336_at",-0.630619960487685,9.34948165630841,-7.05165985450166,1.73080413894703e-10,1.63602048720903e-09,13.1494877573195
"210119_at",1.14742129824842,8.35940086845794,7.0516080017895,1.73124638012785e-10,1.63602048720903e-09,13.1492360490364
"220061_at",0.38014166425264,7.13524306080374,7.04988435950266,1.74601083180896e-10,1.64927339403133e-09,13.1408693712776
"200048_s_at",-0.486170823490499,11.2762951513084,-7.04965130290082,1.74801670491081e-10,1.65046848455626e-09,13.1397381563629
"200785_s_at",0.423681009178395,8.89924222502804,7.04858921222834,1.75718685059902e-10,1.65842416738238e-09,13.1345831332917
"212263_at",0.67641181896974,9.65192708017757,7.04823649325868,1.76024276996605e-10,1.66060498065849e-09,13.1328712199384
"203507_at",0.419976545800845,8.10848427302804,7.04741818526981,1.76735278714337e-10,1.6666069469283e-09,13.1288997026337
"212058_at",-0.627196946565096,9.11093528542991,-7.04726292849311,1.76870497019242e-10,1.6671765165312e-09,13.1281462097088
"219338_s_at",0.351528780640394,6.51627710957009,7.04574101745773,1.78201416543958e-10,1.67901148619408e-09,13.120760387865
"202309_at",-0.489716738237158,8.41063176257009,-7.0455063549529,1.78407510820738e-10,1.68024284176606e-09,13.119621624981
"212451_at",1.08633200462421,8.07827514992523,7.04487487232063,1.78963288658638e-10,1.68476508710622e-09,13.1165572552316
"214662_at",-0.557712646185785,6.56697964930841,-7.04293909854683,1.80677699910394e-10,1.70015761761102e-09,13.1071642370715
